Location_id,Field 2,Phone number,Toll-free phone number,TTY phone number,Use the same address as the organization,Location,Is this location open at least weekly,Hours of operation,Recurring dates,Holiday schedule (location closed),Income eligibility and fees,Income standard for eligibility,Max percentage of income standard,Sliding scale fees description,Flat fee description,Location takes legal volunteers?,A licensed attorney is available to support legal volunteers.,Malpractice insurance is provided for legal volunteers.,Attachments,Research and/or clerking services are provided to volunteers.,Same phone number as organization?,"The office, equipment,  and supplies are available to volunteers to conduct pro bono work.",Location serves all of Illinois,Service area limited to specific,Cities,Counties,Zip codes,Organization ID,Services
27166,Lawyers for the Creative Arts,(312) 649-4111,,(312) 649-4111,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Sliding scale based on income,Federal Poverty Level,,Eligibility for free or low cost legal services varies according to income and other factors.,,Yes,,,,,Yes,,Yes,Cities,Chicago,,,25291,92921
27171,Lawyers Trust Fund of Illinois,312-938-2906,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25296,
27176,Dixon Public Library,(815) 284.7261,,,Yes,,Yes,Sunday: Closed Monday: 9:00-20:00  Tuesday: 9:00-20:00  Wednesday: 9:00-20:00  Thursday: 9:00-20:00  Friday: 9:00-17:00  Saturday: 9:00-17:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Lee,,25301,51226
27181,Legal Advocacy Center of the Jewish Federation of Metropolitan Chicago,312-673-2740,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25306,
27186,Legal Aid Society of Metropolitan Family Services,312-986-4200,,312-986-4237,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,200%,,,Yes,,,,,Yes,,No,Counties,,Cook,,25311,"99161,28856,28851,28846,28841,28836,28831,28776"
27191,Main Office,(312) 427-8990,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,Yes,,,,,Yes,,No,Counties,,Cook,,25316,
27196,Lesbian & Gay Bar Association of Chicago,(312) 807-4401,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Cities,Chicago,,,25321,68091
27201,Life Span Center for Legal Services and Advocacy,(312) 408-1210,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,Yes,,,,,Yes,,No,Counties,,Cook,,25326,
27206,Pontiac Public Library,(815) 844-3396,,,Yes,,Yes,Sunday: Closed Monday: 9:00-19:00  Tuesday: 9:00-19:00  Wednesday: 9:00-19:00  Thursday: 9:00-19:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Livingston,,25331,51241
27211,Logan County Comm Against Domestic Violence & Sexual Assault,217.732.7011,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25336,
27216,Lincoln Public Library,(217) 732.8878,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-19:00  Wednesday: 9:00-17:00  Thursday: 9:00-19:00  Friday: 9:00-17:00  Saturday: 9:00-13:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Logan,,25341,51281
27221,Loyola Business Law Clinic,312-915-7130,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25346,
27226,Loyola ChildLaw Clinic,312-915-7940,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25351,
27231,Loyola Community Law Center,312-915-7830,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25356,
27236,Loyola Elder Law Clinic,312 915 6775,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25361,
27241,Loyola Tax Clinic,312-915-7176,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25366,
27246,Loyola University Federal Income Tax Clinic,312.915.7120,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25371,
27251,MacArthur Justice Center,(312) 503-1271,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25376,
27256,Macon County Courthouse,(217) 424-1372,,,Yes,,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-16:30  Tuesday: 8:30-12:00 , 13:00-16:30  Wednesday: 8:30-12:00 , 13:00-16:30  Thursday: 8:30-12:00 , 13:00-16:30  Friday: 8:30-12:00 , 13:00-16:30  Saturday: Closed",,"New Year's Day

    Martin Luther King, Jr. Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Macon,,25381,51301
27261,Carlinville Public Library,(217) 854.3505,,,Yes,,Yes,Sunday: 13:00-16:00  Monday: 9:00-20:00  Tuesday: 9:00-20:00  Wednesday: 9:00-20:00  Thursday: 9:00-8:00  Friday: 9:00-17:00  Saturday: 9:00-13:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Macoupin,,25386,51306
27266,Madison County Courthouse Law Library,(618) 692-6240,,,Yes,,Yes,Sunday: Closed Monday: 8:30-16:30  Tuesday: 8:30-16:30  Wednesday: 8:30-16:30  Thursday: 8:30-16:30  Friday: 8:30-16:30  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Madison,,25391,51316
27271,Mandel Legal Aid Clinic,773-702-9611,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25396,
27276,Bryan-Bennett Library,(618) 548-3006,,,Yes,,Yes,Sunday: Closed Monday: 11:00-20:00  Tuesday: 11:00-20:00  Wednesday: 11:00-20:00  Thursday: 11:00-20:00  Friday: 9:00-14:00  Saturday: 9:00-14:00,,"New Year's Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Marion,,25401,51321
27281,Markham Courthouse,(708) 232-4170,,(312) 603-6673,Yes,,Yes,Sunday: Closed Monday: 8:30-17:00  Tuesday: 8:30-17:00  Wednesday: 8:30-17:00  Thursday: 8:30-17:00  Friday: 8:30-17:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Cook,,25406,
27286,Lacon Public Library,(309) 246-2855,,,Yes,,Yes,Sunday: Closed Monday: 13:00-19:00  Tuesday: 13:00-19:00  Wednesday: 13:00-19:00  Thursday: Closed Friday: 10:00-17:00  Saturday: 9:00-13:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Marshall,,25411,51346
27291,Havana Public Library,(309) 543-4701,,(309) 543-4701,Yes,,Yes,Sunday: Closed Monday: 10:00-19:30  Tuesday: 10:00-19:30  Wednesday: 10:00-19:30  Thursday: 10:00-19:30  Friday: 10:00-18:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Mason,,25416,51351
27296,Metropolis Public Library,(618) 524-4312,,,Yes,,Yes,Sunday: Closed Monday: 10:00-19:00  Tuesday: 10:00-19:00  Wednesday: 10:00-19:00  Thursday: 10:00-19:00  Friday: 10:00-18:00  Saturday: 10:00-18:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Massac,,25421,51356
26801,Benton Public Library,(618) 438-7511,,,Yes,,Yes,Sunday: 13:00-17:00  Monday: 9:00-20:00  Tuesday: 9:00-20:00  Wednesday: 9:00-20:00  Thursday: 9:00-20:00  Friday: 9:00-17:00  Saturday: 9:00-17:00,,"New Year's Day

    New Year's Eve

    Memorial Day

    Independence Day

    Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Franklin,,24926,36426
26806,Freedom House,815.872.0087,800.474.6031,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24931,
26811,Fulton County Courthouse,(309) 547-3041,,,Yes,,Yes,Sunday: Closed Monday: 8:00-16:00  Tuesday: 8:00-16:00  Wednesday: 8:00-16:00  Thursday: 8:00-16:00  Friday: 8:00-16:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Fulton,,24936,36441
26816,Shawneetown Public Library,(618) 269-3761,,,Yes,,Yes,Sunday: Closed Monday: Closed Tuesday: 10:00-17:00  Wednesday: 13:00-17:00  Thursday: 12:00-18:00  Friday: 10:00-17:00  Saturday: 8:00-12:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Gallatin,,24941,36346
26821,Greene County Courthouse,(217) 942-5443,,,Yes,,Yes,Sunday: Closed Monday: 8:30-16:30  Tuesday: 8:30-16:30  Wednesday: 8:30-16:30  Thursday: 8:30-16:30  Friday: 8:30-16:30  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Greene,,24946,36376
26826,Morris Area Public Library,(815) 942-6880,,,Yes,,Yes,Sunday: 13:00-16:00  Monday: 9:00-20:00  Tuesday: 9:00-20:00  Wednesday: 9:00-20:00  Thursday: 9:00-20:00  Friday: 9:00-18:00  Saturday: 9:00-16:00,,"New Year's Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Grundy,,24951,36571
26831,Guardian Angel / Groundwork,815-729-0930,815-729-1228,815-741-4643,Yes,,,,,,,,,,,No,,,,,,,,,,,,24956,
26836,Guardian Family Services,618-524-4357,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24961,
26841,Guardianship Referral & Services,217-428-3458,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24966,
26846,H.O.P.E.,815.562.8890,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24971,
26851,McCoy Memorial Library,(618) 643-2125,,,Yes,,Yes,Sunday: Closed Monday: 11:00-17:00  Tuesday: 11:00-17:00  Wednesday: 11:00-17:00  Thursday: 11:00-19:00  Friday: 11:00-17:00  Saturday: 8:00-12:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Hamilton,,24976,36351
26856,Carthage Public Library,(217) 357-3232,,,Yes,,Yes,Sunday: Closed Monday: 11:00-20:00  Tuesday: 11:00-20:00  Wednesday: 11:00-20:00  Thursday: 11:00-20:00  Friday: 11:00-17:00  Saturday: 9:00-17:00,,"New Year's Day

    Labor Day

    Veterans Day

    Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Hancock,,24981,36356
26861,Harbor House Family Violence Services,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24986,
26866,Rosiclare Memorial Public Library,(618) 285-6213,,,Yes,,Yes,Sunday: Closed Monday: 13:00-17:00  Tuesday: 13:00-17:00  Wednesday: Closed Thursday: 13:00-17:00  Friday: 13:00-17:00  Saturday: 10:00-14:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Hardin,,24991,36361
26871,Smart Policy Works,312-223-9600,,800-427-0766,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,Yes,,,,,24996,
26876,Health Justice Project,312-915-7872,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25001,
26881,Henderson County Public Library District,(309) 627.2450,,,Yes,,Yes,"Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: 9:00-12:00 , 13:00-17:00",,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Henderson,,25006,37711
26886,Cambridge Public Library District,(309) 937-2233,,,Yes,,Yes,Sunday: Closed Monday: 11:00-20:00  Tuesday: 11:00-20:00  Wednesday: 11:00-20:00  Thursday: 11:00-20:00  Friday: 11:00-17:00  Saturday: 11:00-16:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Henry,,25011,37736
26891,Hispanic Lawyers Association of Illinois Lawyer Referral Service,312-554-2045,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25016,
26896,HOPE of East Central Illinois,217.348.5931,888.345.3990,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25021,
26901,Housing Action Illinois,(312) 939-6074,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25026,
26906,Illinois Bar Foundation,312-726-6072,800-252-8908,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25031,
26911,Illinois Citizens for Better Care Assistance Line,312-663-5120,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25036,
26916,Illinois Coalition For Equal Justice,312-554-8303,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25041,
26921,Main Office,312-332-7360,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,Yes,,,,,25046,
26926,Illinois Equal Justice Foundation,312-938-2381,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25051,
26931,Illinois Guardianship & Advocacy Commission,866-274-8023,,866-333-3362,Yes,,,,,,,,,,,No,,,,,,,,,,,,25056,
26936,Illinois Institute for Community Law,(312) 593-6998,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25061,
26946,Illinois Paralegal Association,815-462-4620,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25071,
26956,Illinois Torture Inquiry and Relief Commission,(312) 814-7166,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25081,
26961,Springfield office,217-525-5297 (LAWS),800-922-8757,,Yes,,Yes,Sunday: Closed Monday: 9:00-16:00  Tuesday: 9:00-16:00  Wednesday: 9:00-16:00  Thursday: 9:00-16:00  Friday: 9:00-16:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,Yes,,,,,25086,76936
26966,Indo-American Center,(773) 973-4444,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,25091,
26971,Institute for Justice Clinic on Entrepreneurship,773-834-3129,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25096,
26976,Instituto del Progreso Latino,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25101,
26981,Interfaith Worker Justice,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25106,
26986,International Human Rights Law Institute,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25111,
26991,Iroquois County Courthouse,(815) 432-6960,,,Yes,,Yes,Sunday: Closed Monday: 8:30-16:30  Tuesday: 8:30-16:30  Wednesday: 8:30-16:30  Thursday: 8:30-16:30  Friday: 8:30-16:30  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Iroquois,,25116,
26996,Carbondale Public Library,(618) 457-0354,,,Yes,,Yes,Sunday: 13:00-18:00  Monday: 9:00-20:00  Tuesday: 9:00-20:00  Wednesday: 9:00-20:00  Thursday: 9:00-20:00  Friday: 9:00-18:00  Saturday: 9:00-18:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Jackson,,25121,38291
