Services-ID,Title,Is this service open?,Service type,Same phone number as organization?,Phone number,Level of service,Is this service a hotline?,Is this service an advice desk or walk-in clinic?,Average volume for this service,Same hours as location,Service availability,Is this location open at least weekly,Hours of operation,Dates and hours,Same holidays as location,Holiday schedule,Geolocation,Same income eligibility as location,Income eligibility and fees,Flat fee description,Sliding scale fees description,Max percentage of income standard,Amenities offered,Navigator availability,Is printing free for legal self-help center users?,Printing costs,Is scanning free for legal self-help center users?,Scanning costs,Is this service limited to specific populations?,An individual must be one of these to qualify,Featured content,Application process,Application form link,Process for applying by email,Process for applying by phone,Process for applying online,Process for walk-ins,Maximum callbacks per intake slot,Callback slots per applicant,Service is delivered,Website address,Organization ID,Location ID
49351,Drinker Biddle and Reath at Erie Community Center,No,Direct representation,Yes,(312) 432-2282,"Extended representation

    Brief services

    Advice",No,,5clients/cases served per month.,No,Fixed hours,No,,"Saturday, July 23, 2016 - 4:00pm to 6:00pm",Yes,,"Geolocation is 41.897111, -87.67088",Yes,Free to eligible persons/entities,,,175%,,,,,,,No,,,Telephone,,,Please call Lucero Cervantes at 312-432-2282 for an appointment.,,,,,In Person,,24656,49346
49341,Chinatown pro bono legal clinic,No,Direct representation,Yes,(312) 332-1624,"Extended representation

    Brief services

    Advice",No,Yes,15clients/cases served per month.,Yes,Fixed hours,No,Sunday: Closed Monday: Closed Tuesday: Closed Wednesday: Closed Thursday: Closed Friday: Closed Saturday: 10:00-13:00,"Repeats every month 24 times. Saturday, August 13, 2016 - 10:00am to 1:00pm

    Thursday, September 1, 2016 - 10:00am to 1:00pm

    Saturday, October 1, 2016 - 10:00am to 1:00pm

    Tuesday, November 1, 2016 - 10:00am to 1:00pm

    Thursday, December 1, 2016 - 10:00am to 1:00pm

    Sunday, January 1, 2017 - 10:00am to 1:00pm

    Wednesday, February 1, 2017 - 10:00am to 1:00pm

    Wednesday, March 1, 2017 - 10:00am to 1:00pm

    Saturday, April 1, 2017 - 10:00am to 1:00pm

    Monday, May 1, 2017 - 10:00am to 1:00pm

    Thursday, June 1, 2017 - 10:00am to 1:00pm

    Saturday, July 1, 2017 - 10:00am to 1:00pm

    Tuesday, August 1, 2017 - 10:00am to 1:00pm

    Friday, September 1, 2017 - 10:00am to 1:00pm

    Sunday, October 1, 2017 - 10:00am to 1:00pm

    Wednesday, November 1, 2017 - 10:00am to 1:00pm

    Friday, December 1, 2017 - 10:00am to 1:00pm

    Monday, January 1, 2018 - 10:00am to 1:00pm

    Thursday, February 1, 2018 - 10:00am to 1:00pm

    Thursday, March 1, 2018 - 10:00am to 1:00pm

    Sunday, April 1, 2018 - 10:00am to 1:00pm

    Tuesday, May 1, 2018 - 10:00am to 1:00pm

    Friday, June 1, 2018 - 10:00am to 1:00pm

    Sunday, July 1, 2018 - 10:00am to 1:00pm",Yes,,"Geolocation is 41.844775, -87.626719",Yes,Free to eligible persons/entities,,,175%,,,,,,,No,,,Walk-in,,,,,,,,In Person,,24656,26031
49336,The Ark legal clinic,No,Direct representation,Yes,(773) 973-1000,"Extended representation

    Brief services

    Advice",No,No,2clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-19:30  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-14:00  Saturday: Closed,,Yes,,"Geolocation is 42.008098, -87.706039",Yes,Free to eligible persons/entities,,,175%,,,,,,,No,,,Telephone,,,Please call for an appointment.,,,,,In Person,,24656,49331
49326,APNA GHAR family law clinic,No,Direct representation,Yes,(773) 883-4663,"Extended representation

    Brief services

    Advice",No,No,2clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,,"Geolocation is 41.955735, -87.66121",Yes,Free to eligible persons/entities,,,175%,,,,,,,No,,,Telephone,,,Please call for an appointment.,,,,,In Person,,24656,49321
49316,Jane Addams legal clinic,No,Direct representation,Yes,(312) 332-1624,"Extended representation

    Brief services

    Advice",No,No,4clients/cases served per month.,No,Fixed hours,No,Sunday: Closed Monday: 10:00-14:00  Tuesday: 10:00-14:00  Wednesday: 10:00-14:00  Thursday: 10:00-14:00  Friday: 10:00-14:00  Saturday: Closed,"Repeats every month on January, February, March, April, May, June, July, August, September, October, November on the third Wednesday 24 times. Wednesday, August 17, 2016 - 5:30pm to 6:30pm",No,Christmas Day,"Geolocation is 41.88149, -87.624392",Yes,Free to eligible persons/entities,,,175%,,,,,,,No,,,Telephone,,,Please call for an appointment.,,,,,In Person,,24656,26531
49311,Barnes and Thornburg legal clinic,No,Direct representation,Yes,(312) 332-1624,"Extended representation

    Brief services

    Advice",No,No,5clients/cases served per month.,No,Fixed hours,No,Sunday: Closed Monday: 10:00-14:00  Tuesday: 10:00-14:00  Wednesday: 10:00-14:00  Thursday: 10:00-14:00  Friday: 10:00-14:00  Saturday: Closed,"Repeats every month on January, February, March, April, May, June, July, August, September, October, November on the fourth Tuesday 24 times. Tuesday, July 26, 2016 - 5:30pm to 6:30pm",No,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day","Geolocation is 41.88149, -87.624392",Yes,Free to eligible persons/entities,,,175%,,,,,,,No,,,Telephone,,,Please call for an appointment.,,,,,In Person,,24656,26531
49306,American immigration lawyers association,No,Direct representation,Yes,(312) 332-1624,"Extended representation

    Brief services

    Advice",No,,5clients/cases served per month.,No,Fixed hours,No,Sunday: Closed Monday: 10:00-14:00  Tuesday: 10:00-14:00  Wednesday: 10:00-14:00  Thursday: 10:00-14:00  Friday: 10:00-14:00  Saturday: Closed,"Repeats every month on the second Wednesday 24 times. Wednesday, August 10, 2016 - 5:30pm to 6:30pm",No,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day","Geolocation is 41.88149, -87.624392",Yes,Free to eligible persons/entities,,,175%,,,,,,,No,,,Telephone,,,Please call for an appointment.,,,,,In Person,,24656,26531
38506,Foreclosure defense hotline,Yes,Direct representation,Yes,(312) 603-2285,Advice,Yes,No,41clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 8:30-16:00  Tuesday: 8:30-16:00  Wednesday: 8:30-16:00  Thursday: 8:30-16:00  Friday: 8:30-16:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day","Geolocation is 41.88149, -87.624392",No,Free to everyone,,,,,,,,,,No,,,Telephone,,,Call for help.  You must speak to someone by phone to get service.,,,,,Phone,,24646,
38496,Domestic violence program - downtown,Yes,Direct representation,No,(773) 731-1762,"Extended representation

    Brief services

    Advice",No,,3clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day","Geolocation is 41.716207, -87.554349",No,Free to everyone,,,,,,,,,,No,,,Telephone,,,Please call to set an appointment. You must speak to someone by phone to get service.,,,,,"In Person

    Phone",,24646,26006
38491,Domestic violence program - South Chicago,Yes,Direct representation,Yes,773-731-1762,"Extended representation

    Brief services

    Advice",No,,12clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day","Geolocation is 41.716207, -87.554349",No,Free to everyone,,,,,,,,,,No,,,Telephone,,,Please call to set an appointment. You must speak to someone by phone to get service.,,,,,"In Person

    Phone",,24646,26521
38486,Domestic violence program - Pilsen,Yes,Direct representation,No,(773) 731-1762,"Extended representation

    Brief services

    Advice",No,,3clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day","Geolocation is 41.849103, -87.667335",No,Free to everyone,,,,,,,,,,No,,,Telephone,,,Please call to set an appointment. You must speak to someone by phone to get service.,,,,,"In Person

    Phone",,24646,26011
38481,Domestic violence program - Austin,Yes,Direct representation,No,(773) 731-1762,"Extended representation

    Brief services

    Advice",No,,7clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-5:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day","Geolocation is 41.881955, -87.757606",No,Free to everyone,,,,,,,,,,No,,,Telephone,,,Please call to set an appointment. You must speak to someone by phone to get service.,,,,,"In Person

    Phone",,24646,25996
38476,Legal advocates for people with disabilities,Yes,Direct representation,No,(866) 785-3328,"Extended representation

    Brief services

    Advice",No,,15clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day","Geolocation is 41.716207, -87.554349",Yes,Sliding scale based on income,,We provide sliding-scale services based on your ability to pay.,,,,,,,,Yes,living with a disability,,Telephone,,,You must speak to someone by phone to receive service.,,,,,Phone,,24646,26006
38471,Legal advocates for seniors,Yes,Direct representation,No,(866) 785-3328,"Extended representation

    Brief services

    Advice",No,,15clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day","Geolocation is 41.716207, -87.554349",Yes,Sliding scale based on income,,We provide sliding-scale services based on your ability to pay.,,,,,,,,Yes,a senior (60 years or older),,Telephone,,,You must speak to someone by phone to receive service.,,,,,Phone,,24646,26006
38466,Legal advocates for consumers in debt,Yes,Direct representation,No,(877) 833-5227,"Extended representation

    Brief services

    Advice",No,,15clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day","Geolocation is 41.716207, -87.554349",Yes,Sliding scale based on income,,We provide sliding-scale services based on your ability to pay.,,,,,,,,No,,,Telephone,,,You must speak to someone by phone to receive service.,,,,,Phone,,24646,26006
38461,Environmental law program,Yes,Direct representation,No,(773) 731-1762,"Extended representation

    Brief services

    Advice",No,,1clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day","Geolocation is 41.716207, -87.554349",Yes,Sliding scale based on income,,We provide sliding-scale services based on your ability to pay.,,,,,,,,No,,,Telephone,,,Please call to set an appointment. You must speak to someone by phone to get service.,,,,,In Person,,24646,26006
38446,Free legal information and forms in Jasper County,Yes,Legal self-help center,Yes,(618) 783-8141,,,,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 10:00-17:00  Tuesday: 10:00-19:00  Wednesday: 10:00-17:00  Thursday: 10:00-19:00  Friday: 10:00-17:00  Saturday: 10:00-13:00,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 38.988361, -88.163646",Yes,Free to everyone,,,,"Computers & Internet

    WiFi

    Online court forms

    Paper court forms

    Online legal info

    Online referrals to legal help

    Website navigator

    Printers",Navigation help is provided during open hours,No,$0.10 per page,,,No,,"Getting a divorce

    Changing child support payments

    Suing someone for $10,000 or less

    Being sued for $10,000 or less

    Understanding eviction as a tenant

    Getting an order of protection for domestic violence",,,,,,,,,,http://www.newtonpl.com/,25131,38441
38396,Free legal information and forms in Jackson County,Yes,Legal self-help center,Yes,(618) 453-3217; (618) 536-7711,,,,,Yes,Fixed hours,Yes,Sunday: 13:00-21:00  Monday: 8:00-21:00  Tuesday: 8:00-21:00  Wednesday: 8:00-21:00  Thursday: 8:00-21:00  Friday: 8:00-18:00  Saturday: 9:00-17:00,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 37.728408, -89.222946",Yes,Free to everyone,,,,"Computers & Internet

    Online court forms

    Online legal info

    Printed legal info

    Online referrals to legal help

    Website navigator

    Printers",Navigation help is provided during open hours,No,$0.10 per page for black and white,,,No,,"Getting an order of protection for domestic violence

    Changing child support payments

    Getting a divorce

    Being sued for $10,000 or less

    Starting a case for guardianship of a minor

    Criminal record expungement or sealing request",,,,,,,,,,http://www.law.siu.edu/lawlib/info/faqs.html#selfhelp,25121,38381
38291,Free legal information and forms in Jackson County,Yes,Legal self-help center,Yes,(618) 457-0354,,,,,Yes,Fixed hours,Yes,Sunday: 13:00-18:00  Monday: 9:00-20:00  Tuesday: 9:00-20:00  Wednesday: 9:00-20:00  Thursday: 9:00-20:00  Friday: 9:00-18:00  Saturday: 9:00-18:00,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 37.728408, -89.222946",Yes,Free to everyone,,,,"Computers & Internet

    WiFi

    Online court forms

    Online legal info

    Online referrals to legal help

    Website navigator

    Printers",Navigation help is provided during open hours,No,$0.10 per page for black and white,,,No,,"Getting a divorce

    Changing child support payments

    Being sued for $10,000 or less

    Starting a case for guardianship of a minor

    Getting an order of protection for domestic violence

    Criminal record expungement or sealing request",,,,,,,,,,http://carbondalepubliclibrary.org/,25121,26996
37816,Free legal information and forms in Henry County,Yes,Legal self-help center,Yes,(309) 852-4505,,,,,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 9:00-19:00 , 9:00-18:00  Tuesday: 9:00-19:00 , 9:00-18:00  Wednesday: 9:00-19:00 , 9:00-18:00  Thursday: 9:00-19:00 , 9:00-6:00  Friday: 9:00-18:00 , 9:00-18:00  Saturday: 9:00-13:00",,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.240215, -89.930304",Yes,Free to everyone,,,,"Computers & Internet

    WiFi

    Online court forms

    Online legal info

    Online referrals to legal help

    Printers

    Scanners",,No,$0.10 per page,Yes,,No,,"Getting a divorce

    Changing child support payments

    Avoiding mortgage foreclosure

    Suing someone for $10,000 or less

    Understanding eviction as a tenant

    Getting an order of protection for domestic violence",,,,,,,,,,http://www.kewaneelibrary.org/,25011,37801
